,Game,BatPos,Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,RE24,PO,A,Details,Name,Date,HomeGame
408,33,3,Brandon Nimmo LF-RF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.194,0.32,0.32,0.64,13.0,8.0,-0.134,1.48,0.0,-0.134,-1.3,4.0,0.0,GDP,Brandon_Nimmo,201905050,False
409,33,4,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.274,0.369,0.452,0.821,5.0,3.0,-0.076,2.91,0.0,-0.076,-0.2,,,,J.D._Davis,201905050,False
410,33,5,Pete Alonso 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.28,0.364,0.6,0.964,17.0,13.0,-0.149,1.44,0.0,-0.149,-1.1,6.0,0.0,,Pete_Alonso,201905050,False
411,33,6,Todd Frazier 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.146,0.167,0.293,0.459,20.0,10.0,-0.115,1.1,0.0,-0.115,-0.8,0.0,3.0,,Todd_Frazier,201905050,False
412,33,7,Keon Broxton RF,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0.156,0.224,0.178,0.402,15.0,10.0,0.004,0.67,0.039,-0.035,0.1,2.0,0.0,2B,Keon_Broxton,201905050,False
413,33,9,Juan Lagares CF,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.213,0.294,0.344,0.638,11.0,8.0,0.044,0.93,0.105,-0.061,0.4,2.0,0.0,HR,Juan_Lagares,201905050,False
414,33,10,Tomas Nido C,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.143,0.143,0.214,0.357,10.0,7.0,0.032,0.85,0.072,-0.04,0.6,8.0,0.0,,Tomas_Nido,201905050,False
415,33,11,Jason Vargas P,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,-0.012,0.47,0.0,-0.012,-0.1,0.0,0.0,,Jason_Vargas,201905050,False
416,33,15,   Jeff McNeil LF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.347,0.423,0.463,0.886,4.0,3.0,-0.056,2.17,0.0,-0.056,-0.2,0.0,0.0,,Jeff_McNeil,201905050,False
417,33,16,Team Totals,31.0,2.0,6.0,2.0,1.0,9.0,32.0,0.194,0.219,0.355,0.574,136.0,88.0,-0.521,1.17,0.357,-0.878,-2.8,24.0,7.0,,Team_Totals,201905050,False
418,34,0,Jeff McNeil LF,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.352,0.426,0.464,0.89,14.0,8.0,-0.016,1.06,0.035,-0.052,-0.2,3.0,0.0,,Jeff_McNeil,201905060,False
419,34,1,Pete Alonso 1B,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.271,0.354,0.581,0.935,17.0,12.0,-0.133,1.2,0.0,-0.133,-1.0,11.0,1.0,,Pete_Alonso,201905060,False
420,34,2,Robinson Cano 2B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.24,0.298,0.38,0.678,14.0,7.0,-0.03,0.93,0.017,-0.047,-0.5,0.0,1.0,,Robinson_Cano,201905060,False
421,34,3,Michael Conforto RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.26,0.395,0.48,0.874,12.0,11.0,-0.118,1.15,0.0,-0.118,-1.0,1.0,0.0,,Michael_Conforto,201905060,False
422,34,4,Wilson Ramos C,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.236,0.299,0.292,0.592,14.0,11.0,-0.075,0.73,0.0,-0.075,-0.6,7.0,2.0,,Wilson_Ramos,201905060,False
423,34,5,Todd Frazier 3B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.159,0.178,0.295,0.473,7.0,5.0,-0.048,0.95,0.013,-0.061,-0.3,1.0,2.0,,Todd_Frazier,201905060,False
424,34,6,Adeiny Hechavarria SS,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.2,0.2,0.2,0.4,8.0,7.0,-0.066,0.84,0.0,-0.066,-0.5,0.0,2.0,,Adeiny_Hechavarria,201905060,False
425,34,7,Juan Lagares CF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.203,0.282,0.328,0.61,11.0,8.0,-0.077,1.0,0.0,-0.077,-0.6,0.0,0.0,,Juan_Lagares,201905060,False
426,34,8,Jacob deGrom P,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.154,0.154,0.385,0.538,5.0,4.0,0.042,1.08,0.059,-0.018,0.2,1.0,1.0,,Jacob_deGrom,201905060,False
427,34,9,   Brandon Nimmo PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.192,0.317,0.317,0.634,2.0,2.0,-0.024,0.97,0.0,-0.024,-0.2,,,,Brandon_Nimmo,201905060,False
428,34,11,Team Totals,31.0,0.0,4.0,0.0,1.0,12.0,32.0,0.129,0.156,0.129,0.285,104.0,75.0,-0.545,0.99,0.124,-0.671,-4.5,24.0,10.0,,Team_Totals,201905060,False
429,35,0,Jeff McNeil LF,3.0,2.0,1.0,0.0,1.0,0.0,5.0,0.352,0.432,0.469,0.9,21.0,11.0,0.08,1.01,0.134,-0.054,1.1,1.0,0.0,"2B,HBP",Jeff_McNeil,201905070,False
430,35,2,Amed Rosario SS,5.0,2.0,2.0,1.0,0.0,2.0,5.0,0.28,0.317,0.417,0.733,19.0,13.0,0.11,1.24,0.189,-0.079,1.2,2.0,3.0,2B,Amed_Rosario,201905070,False
431,35,3,Robinson Cano 2B,5.0,1.0,4.0,0.0,0.0,1.0,5.0,0.262,0.316,0.413,0.729,22.0,13.0,0.211,1.59,0.28,-0.069,1.9,2.0,1.0,2·2B,Robinson_Cano,201905070,False
432,35,4,Pete Alonso 1B,5.0,2.0,3.0,4.0,0.0,0.0,5.0,0.284,0.362,0.604,0.966,15.0,10.0,0.421,1.97,0.489,-0.068,2.6,7.0,3.0,HR,Pete_Alonso,201905070,False
433,35,5,Michael Conforto RF,3.0,0.0,0.0,1.0,1.0,1.0,5.0,0.254,0.389,0.468,0.857,23.0,13.0,-0.1,1.42,0.018,-0.118,-1.0,1.0,1.0,SF,Michael_Conforto,201905070,False
434,35,6,Wilson Ramos C,4.0,0.0,0.0,0.0,1.0,3.0,5.0,0.227,0.295,0.282,0.577,27.0,14.0,-0.091,1.29,0.038,-0.13,-1.3,9.0,1.0,,Wilson_Ramos,201905070,False
435,35,7,Brandon Nimmo CF,3.0,0.0,1.0,1.0,2.0,1.0,5.0,0.196,0.328,0.327,0.655,21.0,10.0,0.177,1.55,0.253,-0.076,0.8,3.0,0.0,2B,Brandon_Nimmo,201905070,False
436,35,9,Todd Frazier 3B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.146,0.163,0.271,0.434,14.0,9.0,-0.213,1.97,0.0,-0.213,-1.8,0.0,2.0,,Todd_Frazier,201905070,False
437,35,11,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.365,0.446,0.811,1.0,1.0,-0.008,0.29,0.0,-0.008,-0.2,,,,J.D._Davis,201905070,False
438,35,13,Noah Syndergaard P,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.176,0.263,0.529,0.793,14.0,10.0,-0.058,0.93,0.023,-0.08,-0.5,2.0,0.0,,Noah_Syndergaard,201905070,False
439,35,14,   Adeiny Hechavarria 3B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.182,0.182,0.182,0.364,3.0,2.0,-0.047,1.85,0.0,-0.047,-0.2,0.0,1.0,,Adeiny_Hechavarria,201905070,False
440,35,15,Team Totals,37.0,7.0,12.0,7.0,5.0,12.0,44.0,0.324,0.409,0.541,0.95,180.0,106.0,0.482,1.42,1.424,-0.942,2.5,27.0,13.0,,Team_Totals,201905070,False
441,36,0,Jeff McNeil LF,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.356,0.433,0.477,0.911,26.0,17.0,0.024,1.12,0.094,-0.07,0.7,2.0,0.0,2B,Jeff_McNeil,201905080,False
442,36,1,Amed Rosario SS,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.279,0.315,0.412,0.726,10.0,10.0,-0.035,1.38,0.07,-0.105,0.0,0.0,3.0,,Amed_Rosario,201905080,False
443,36,3,Robinson Cano 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.254,0.307,0.4,0.707,8.0,6.0,-0.108,1.11,0.0,-0.108,-0.9,0.0,0.0,,Robinson_Cano,201905080,False
444,36,4,Pete Alonso 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.275,0.353,0.587,0.94,19.0,14.0,-0.138,1.34,0.0,-0.138,-0.9,10.0,0.0,,Pete_Alonso,201905080,False
445,36,5,Michael Conforto RF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.248,0.385,0.457,0.842,19.0,10.0,-0.01,1.5,0.091,-0.101,-0.1,1.0,0.0,SB,Michael_Conforto,201905080,False
446,36,6,J.D. Davis 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.269,0.36,0.436,0.795,12.0,9.0,-0.054,1.36,0.043,-0.097,-0.6,0.0,2.0,,J.D._Davis,201905080,False
447,36,8,Brandon Nimmo CF,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.2,0.333,0.336,0.67,24.0,15.0,0.115,1.8,0.143,-0.028,0.6,4.0,0.0,2B,Brandon_Nimmo,201905080,False
448,36,9,Tomas Nido C,4.0,1.0,2.0,1.0,0.0,2.0,4.0,0.222,0.222,0.444,0.667,12.0,9.0,-0.127,2.42,0.149,-0.276,0.1,7.0,2.0,HR,Tomas_Nido,201905080,False
449,36,10,Wilmer Font P,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.009,0.33,0.0,-0.009,-0.1,0.0,0.0,,Wilmer_Font,201905080,False
450,36,11,   Keon Broxton PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.152,0.22,0.174,0.394,1.0,1.0,-0.099,1.93,0.0,-0.099,-0.8,,,GDP,Keon_Broxton,201905080,False
451,36,13,   Todd Frazier PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.143,0.16,0.265,0.425,3.0,3.0,-0.102,3.45,0.0,-0.102,-0.6,,,,Todd_Frazier,201905080,False
452,36,16,Team Totals,33.0,2.0,7.0,2.0,2.0,13.0,35.0,0.212,0.257,0.364,0.621,137.0,97.0,-0.51,1.57,0.623,-1.133,-2.5,24.0,10.0,,Team_Totals,201905080,False
453,37,0,Jeff McNeil LF,3.0,2.0,2.0,1.0,1.0,0.0,5.0,0.363,0.445,0.504,0.949,14.0,8.0,0.047,0.2,0.047,0.0,1.5,0.0,0.0,"HR,HBP",Jeff_McNeil,201905100,True
454,37,1,   Juan Lagares CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.278,0.323,0.601,1.0,1.0,0.0,0.0,0.0,0.0,-0.2,1.0,0.0,,Juan_Lagares,201905100,True
455,37,2,J.D. Davis 3B,5.0,1.0,3.0,0.0,0.0,0.0,5.0,0.289,0.372,0.446,0.818,10.0,9.0,0.02,0.56,0.054,-0.034,0.0,1.0,3.0,,J.D._Davis,201905100,True
456,37,3,Robinson Cano 2B,4.0,1.0,2.0,1.0,1.0,0.0,5.0,0.261,0.317,0.403,0.72,17.0,9.0,0.078,0.31,0.079,-0.001,1.8,0.0,2.0,,Robinson_Cano,201905100,True
457,37,5,Pete Alonso 1B,3.0,1.0,0.0,0.0,2.0,2.0,5.0,0.27,0.354,0.574,0.929,23.0,12.0,0.011,0.25,0.016,-0.005,-0.7,5.0,1.0,,Pete_Alonso,201905100,True
458,37,7,Michael Conforto RF,3.0,3.0,3.0,1.0,1.0,0.0,5.0,0.265,0.404,0.492,0.896,24.0,14.0,0.059,0.34,0.059,0.0,2.6,1.0,0.0,"HR,HBP",Michael_Conforto,201905100,True
459,37,10,Wilson Ramos C,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.235,0.299,0.287,0.586,23.0,15.0,0.072,0.45,0.074,-0.002,-0.5,12.0,0.0,GDP,Wilson_Ramos,201905100,True
460,37,11,Brandon Nimmo CF-LF,3.0,1.0,1.0,2.0,2.0,1.0,5.0,0.204,0.343,0.336,0.679,23.0,11.0,0.061,0.36,0.062,-0.001,2.0,1.0,0.0,,Brandon_Nimmo,201905100,True
461,37,12,Amed Rosario SS,4.0,1.0,1.0,4.0,1.0,2.0,5.0,0.279,0.318,0.429,0.746,14.0,9.0,0.097,0.27,0.099,-0.002,1.6,0.0,2.0,"HR,GDP",Amed_Rosario,201905100,True
462,37,13,Zack Wheeler P,4.0,0.0,1.0,0.0,0.0,3.0,4.0,0.263,0.263,0.474,0.737,14.0,12.0,-0.004,0.04,0.0,-0.005,-0.7,1.0,0.0,,Zack_Wheeler,201905100,True
463,37,14,   Dominic Smith 1B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.323,0.447,0.387,0.834,2.0,2.0,0.0,0.0,0.0,0.0,-0.3,3.0,0.0,,Dominic_Smith,201905100,True
464,37,15,Team Totals,36.0,11.0,15.0,10.0,8.0,8.0,46.0,0.417,0.543,0.667,1.21,165.0,102.0,0.441,0.31,0.49,-0.05,7.1,27.0,9.0,,Team_Totals,201905100,True
465,38,0,Jeff McNeil LF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.36,0.44,0.496,0.937,17.0,12.0,-0.042,0.95,0.035,-0.077,-0.6,0.0,0.0,,Jeff_McNeil,201905110,True
466,38,2,J.D. Davis 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.276,0.357,0.425,0.782,13.0,8.0,-0.132,0.9,0.0,-0.132,-1.4,0.0,2.0,GDP,J.D._Davis,201905110,True
467,38,4,Robinson Cano 2B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.261,0.315,0.399,0.714,12.0,10.0,0.002,0.76,0.049,-0.047,-0.1,0.0,3.0,,Robinson_Cano,201905110,True
468,38,5,Pete Alonso 1B,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.271,0.358,0.59,0.948,12.0,6.0,0.195,1.0,0.221,-0.026,1.1,6.0,2.0,"HR,HBP",Pete_Alonso,201905110,True
469,38,8,Michael Conforto RF,3.0,1.0,2.0,2.0,1.0,0.0,4.0,0.274,0.412,0.519,0.93,11.0,6.0,0.198,0.98,0.233,-0.035,1.9,5.0,0.0,HR,Michael_Conforto,201905110,True
470,38,9,Amed Rosario SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.278,0.316,0.424,0.739,18.0,13.0,-0.053,0.79,0.006,-0.059,-0.0,0.0,2.0,,Amed_Rosario,201905110,True
471,38,10,Brandon Nimmo CF-LF,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.2,0.348,0.33,0.678,20.0,9.0,-0.012,0.69,0.017,-0.029,-0.6,1.0,0.0,,Brandon_Nimmo,201905110,True
472,38,12,Tomas Nido C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.227,0.227,0.409,0.636,18.0,14.0,-0.078,0.95,0.011,-0.089,-1.4,10.0,0.0,GDP,Tomas_Nido,201905110,True
473,38,13,Jacob deGrom P,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.25,0.25,0.5,0.75,7.0,6.0,0.087,0.96,0.117,-0.03,1.2,2.0,0.0,2B,Jacob_deGrom,201905110,True
474,38,15,Team Totals,31.0,4.0,9.0,4.0,3.0,3.0,35.0,0.29,0.371,0.516,0.888,128.0,84.0,0.165,0.89,0.689,-0.524,0.1,27.0,10.0,,Team_Totals,201905110,True
475,39,0,Jeff McNeil LF,3.0,0.0,0.0,0.0,2.0,0.0,5.0,0.352,0.439,0.486,0.925,19.0,9.0,-0.039,0.39,0.008,-0.047,-0.7,0.0,0.0,,Jeff_McNeil,201905140,False
476,39,2,Amed Rosario SS,4.0,0.0,2.0,0.0,1.0,0.0,5.0,0.284,0.325,0.426,0.751,18.0,10.0,0.034,0.38,0.048,-0.013,0.3,2.0,4.0,,Amed_Rosario,201905140,False
477,39,3,Robinson Cano 2B,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.252,0.305,0.385,0.69,12.0,9.0,-0.091,0.58,0.0,-0.091,-2.1,0.0,1.0,GDP,Robinson_Cano,201905140,False
478,39,4,Pete Alonso 1B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.27,0.355,0.581,0.936,7.0,5.0,-0.003,0.41,0.019,-0.022,-0.3,8.0,1.0,,Pete_Alonso,201905140,False
479,39,6,Michael Conforto RF,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.275,0.414,0.514,0.928,20.0,12.0,0.024,0.62,0.041,-0.016,0.3,1.0,0.0,,Michael_Conforto,201905140,False
480,39,7,Wilson Ramos C,3.0,1.0,1.0,4.0,1.0,0.0,4.0,0.237,0.305,0.314,0.619,18.0,8.0,0.278,0.91,0.29,-0.012,3.6,9.0,0.0,HR,Wilson_Ramos,201905140,False
481,39,8,Brandon Nimmo CF,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.202,0.345,0.336,0.681,14.0,11.0,0.015,0.33,0.036,-0.021,1.0,5.0,0.0,2B,Brandon_Nimmo,201905140,False
482,39,10,Todd Frazier 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.151,0.167,0.264,0.431,15.0,10.0,-0.014,0.28,0.011,-0.025,-0.8,1.0,2.0,,Todd_Frazier,201905140,False
483,39,11,Noah Syndergaard P,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.15,0.227,0.45,0.677,9.0,7.0,-0.038,0.38,0.0,-0.038,-1.3,1.0,2.0,,Noah_Syndergaard,201905140,False
484,39,12,   Dominic Smith PH-1B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.344,0.462,0.5,0.962,4.0,1.0,0.024,0.16,0.024,0.0,1.0,0.0,0.0,HR,Dominic_Smith,201905140,False
485,39,13,Team Totals,34.0,6.0,8.0,6.0,5.0,5.0,39.0,0.235,0.333,0.441,0.775,136.0,82.0,0.19,0.47,0.477,-0.285,0.9,27.0,10.0,,Team_Totals,201905140,False
486,40,0,Jeff McNeil LF,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.352,0.44,0.483,0.923,18.0,9.0,-0.021,0.64,0.018,-0.04,-0.3,0.0,0.0,,Jeff_McNeil,201905150,False
487,40,2,J.D. Davis 3B-LF,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.275,0.353,0.429,0.782,20.0,11.0,0.053,0.79,0.098,-0.045,0.5,0.0,0.0,2B,J.D._Davis,201905150,False
488,40,3,Robinson Cano 2B,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.245,0.297,0.374,0.672,19.0,14.0,-0.098,0.83,0.0,-0.098,-1.2,2.0,2.0,,Robinson_Cano,201905150,False
489,40,4,Pete Alonso 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.263,0.347,0.566,0.913,20.0,14.0,-0.052,0.49,0.0,-0.052,-0.8,9.0,0.0,,Pete_Alonso,201905150,False
490,40,5,Michael Conforto RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.268,0.404,0.5,0.904,10.0,8.0,-0.046,0.44,0.0,-0.046,-0.7,4.0,0.0,,Michael_Conforto,201905150,False
491,40,6,Amed Rosario SS,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.278,0.319,0.417,0.736,8.0,6.0,-0.027,0.34,0.0,-0.027,-0.4,0.0,5.0,,Amed_Rosario,201905150,False
492,40,7,Wilson Ramos C,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.231,0.299,0.306,0.604,8.0,7.0,-0.047,0.59,0.0,-0.047,-0.6,6.0,2.0,,Wilson_Ramos,201905150,False
493,40,8,Juan Lagares CF,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.206,0.28,0.324,0.604,10.0,7.0,-0.003,0.54,0.025,-0.027,-0.2,3.0,0.0,,Juan_Lagares,201905150,False
494,40,10,   Drew Gagnon P,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.333,0.333,0.333,0.667,3.0,3.0,0.01,0.26,0.01,0.0,0.1,0.0,0.0,,Drew_Gagnon,201905150,False
495,40,12,   Todd Frazier PH-3B,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.148,0.164,0.259,0.423,4.0,3.0,-0.009,0.32,0.0,-0.009,-0.2,0.0,0.0,,Todd_Frazier,201905150,False
496,40,13,Team Totals,30.0,1.0,4.0,1.0,1.0,13.0,32.0,0.133,0.161,0.167,0.328,122.0,84.0,-0.261,0.59,0.151,-0.412,-4.1,24.0,9.0,,Team_Totals,201905150,False
497,41,0,Jeff McNeil LF,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.354,0.441,0.483,0.924,8.0,5.0,0.025,1.03,0.048,-0.023,0.4,0.0,0.0,,Jeff_McNeil,201905160,False
498,41,1,   Juan Lagares CF,3.0,0.0,1.0,1.0,0.0,2.0,3.0,0.211,0.282,0.324,0.606,14.0,10.0,0.026,2.3,0.106,-0.08,0.1,1.0,0.0,,Juan_Lagares,201905160,False
499,41,2,Dominic Smith 1B,5.0,1.0,0.0,0.0,0.0,2.0,5.0,0.297,0.409,0.432,0.842,22.0,17.0,-0.238,2.05,0.0,-0.238,-1.5,8.0,0.0,,Dominic_Smith,201905160,False
500,41,3,Robinson Cano 2B,5.0,1.0,3.0,1.0,0.0,0.0,5.0,0.257,0.307,0.388,0.695,18.0,10.0,0.189,1.71,0.215,-0.027,1.6,1.0,1.0,2B,Robinson_Cano,201905160,False
501,41,4,Michael Conforto RF,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.271,0.406,0.521,0.926,6.0,5.0,0.158,1.13,0.177,-0.018,1.6,1.0,0.0,HR,Michael_Conforto,201905160,False
502,41,5,   Keon Broxton RF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.143,0.208,0.163,0.371,15.0,9.0,-0.303,3.86,0.0,-0.303,-1.4,0.0,0.0,,Keon_Broxton,201905160,False
503,41,6,J.D. Davis 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.274,0.349,0.421,0.77,14.0,11.0,-0.042,0.68,0.02,-0.062,-0.3,0.0,2.0,,J.D._Davis,201905160,False
504,41,7,Brandon Nimmo CF-LF,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.198,0.349,0.331,0.68,28.0,17.0,0.043,0.68,0.07,-0.027,0.6,5.0,0.0,,Brandon_Nimmo,201905160,False
505,41,8,Amed Rosario SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.277,0.317,0.413,0.73,17.0,11.0,-0.04,1.41,0.059,-0.099,-0.7,0.0,2.0,,Amed_Rosario,201905160,False
506,41,9,Tomas Nido C,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.2,0.2,0.36,0.56,9.0,7.0,-0.094,1.46,0.0,-0.094,-0.9,8.0,0.0,,Tomas_Nido,201905160,False
507,41,10,   Todd Frazier PH,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.164,0.179,0.291,0.469,1.0,1.0,0.074,1.03,0.074,0.0,0.9,,,2B,Todd_Frazier,201905160,False
508,41,11,Zack Wheeler P,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.286,0.286,0.476,0.762,7.0,4.0,0.016,0.61,0.03,-0.014,0.3,0.0,2.0,,Zack_Wheeler,201905160,False
509,41,12,   Pete Alonso PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.261,0.345,0.562,0.907,1.0,1.0,-0.049,1.85,0.0,-0.049,-0.3,,,,Pete_Alonso,201905160,False
510,41,16,   Wilson Ramos PH,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.238,0.304,0.311,0.615,1.0,1.0,0.071,2.26,0.071,0.0,0.8,,,,Wilson_Ramos,201905160,False
511,41,17,Team Totals,38.0,6.0,11.0,6.0,2.0,10.0,40.0,0.289,0.325,0.421,0.746,161.0,109.0,-0.164,1.58,0.87,-1.034,0.9,24.0,7.0,,Team_Totals,201905160,False
512,42,0,Brandon Nimmo LF-RF,4.0,0.0,2.0,1.0,0.0,0.0,5.0,0.208,0.351,0.336,0.687,13.0,8.0,-0.072,1.33,0.043,-0.115,-0.1,2.0,0.0,SF,Brandon_Nimmo,201905170,False
513,42,1,Amed Rosario SS,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.272,0.315,0.405,0.721,17.0,11.0,-0.031,0.8,0.029,-0.06,-0.2,1.0,2.0,,Amed_Rosario,201905170,False
514,42,2,   Jeff McNeil PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.351,0.439,0.48,0.918,4.0,3.0,-0.07,2.7,0.0,-0.07,-0.4,,,,Jeff_McNeil,201905170,False
515,42,4,Robinson Cano 2B,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.255,0.304,0.389,0.692,17.0,13.0,-0.106,0.9,0.022,-0.128,-1.3,4.0,1.0,"2B,GDP",Robinson_Cano,201905170,False
516,42,5,Pete Alonso 1B,5.0,2.0,2.0,2.0,0.0,0.0,5.0,0.266,0.346,0.595,0.941,12.0,8.0,0.061,0.71,0.124,-0.063,1.3,4.0,1.0,2·HR,Pete_Alonso,201905170,False
517,42,6,Wilson Ramos C,4.0,1.0,2.0,0.0,1.0,1.0,5.0,0.246,0.314,0.325,0.64,13.0,7.0,0.049,0.61,0.082,-0.033,0.6,7.0,1.0,2B,Wilson_Ramos,201905170,False
518,42,7,Carlos Gomez RF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,8.0,-0.09,0.74,0.0,-0.09,-1.0,2.0,0.0,GDP,Carlos_Gomez,201905170,False
519,42,10,   Adeiny Hechavarria SS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.167,0.167,0.167,0.333,5.0,4.0,-0.037,1.3,0.0,-0.037,-0.3,0.0,0.0,,Adeiny_Hechavarria,201905170,False
520,42,11,Todd Frazier 3B,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.19,0.217,0.345,0.561,16.0,8.0,0.116,0.71,0.121,-0.005,1.0,1.0,3.0,3B,Todd_Frazier,201905170,False
521,42,12,Juan Lagares CF,3.0,1.0,2.0,1.0,1.0,0.0,4.0,0.23,0.305,0.338,0.643,12.0,7.0,0.103,1.37,0.132,-0.029,1.2,2.0,0.0,IW,Juan_Lagares,201905170,False
522,42,13,Jacob deGrom P,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.222,0.222,0.444,0.667,7.0,6.0,-0.069,1.28,0.0,-0.069,-0.7,1.0,0.0,,Jacob_deGrom,201905170,False
523,42,14,   J.D. Davis LF,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.278,0.352,0.454,0.805,3.0,3.0,-0.074,2.23,0.026,-0.099,1.0,0.0,0.0,HR,J.D._Davis,201905170,False
524,42,15,Team Totals,36.0,6.0,12.0,6.0,5.0,6.0,42.0,0.333,0.405,0.694,1.099,138.0,88.0,-0.175,1.03,0.624,-0.798,1.5,24.0,8.0,,Team_Totals,201905170,False
525,43,0,Jeff McNeil LF,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.351,0.44,0.483,0.923,24.0,17.0,0.06,0.78,0.095,-0.035,0.6,2.0,0.0,2B,Jeff_McNeil,201905180,False
526,43,1,Amed Rosario SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.265,0.308,0.395,0.703,20.0,14.0,-0.149,1.08,0.0,-0.149,-1.3,0.0,3.0,GDP,Amed_Rosario,201905180,False
527,43,2,Robinson Cano 2B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,0.298,0.381,0.679,7.0,7.0,-0.086,1.09,0.0,-0.086,-0.8,1.0,1.0,,Robinson_Cano,201905180,False
