,Game,BatPos,Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,RE24,PO,A,Details,Name,Date,HomeGame
975,80,15,Team Totals,39.0,4.0,10.0,4.0,4.0,6.0,43.0,0.256,0.326,0.462,0.787,151.0,93.0,-0.324,1.09,0.675,-1.0,-1.4,27.0,4.0,,Team_Totals,201906260,False
976,81,0,Jeff McNeil 2B-RF-LF,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.346,0.411,0.508,0.919,14.0,10.0,-0.089,1.32,0.011,-0.1,-0.6,1.0,4.0,HBP,Jeff_McNeil,201906270,False
977,81,1,Pete Alonso 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.277,0.367,0.625,0.992,20.0,11.0,-0.184,1.79,0.0,-0.184,-1.2,4.0,1.0,,Pete_Alonso,201906270,False
978,81,3,Michael Conforto RF-CF-RF,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.256,0.37,0.496,0.866,15.0,8.0,0.074,1.23,0.113,-0.039,0.1,0.0,0.0,,Michael_Conforto,201906270,False
979,81,4,Todd Frazier 3B,4.0,1.0,1.0,2.0,0.0,0.0,4.0,0.258,0.344,0.458,0.802,18.0,11.0,0.523,2.03,0.632,-0.11,0.8,4.0,1.0,HR,Todd_Frazier,201906270,False
980,81,5,Dominic Smith LF-1B,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.336,0.432,0.593,1.025,21.0,12.0,-0.057,0.86,0.019,-0.076,-0.3,0.0,0.0,,Dominic_Smith,201906270,False
981,81,6,Wilson Ramos C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.277,0.351,0.424,0.776,13.0,7.0,-0.022,0.95,0.052,-0.075,0.1,10.0,0.0,,Wilson_Ramos,201906270,False
982,81,7,Amed Rosario SS,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.254,0.294,0.416,0.71,14.0,10.0,0.055,1.03,0.099,-0.044,0.5,5.0,1.0,,Amed_Rosario,201906270,False
983,81,8,Juan Lagares CF,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.182,0.252,0.263,0.514,6.0,5.0,-0.062,0.95,0.0,-0.062,-0.6,0.0,0.0,,Juan_Lagares,201906270,False
984,81,9,   Robinson Cano PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.222,0.27,0.358,0.628,5.0,3.0,-0.057,2.17,0.0,-0.057,-0.3,,,,Robinson_Cano,201906270,False
985,81,10,   Adeiny Hechavarria 2B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.231,0.263,0.407,0.67,4.0,4.0,-0.014,0.49,0.0,-0.014,-0.3,1.0,0.0,,Adeiny_Hechavarria,201906270,False
986,81,11,Zack Wheeler P,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.314,0.333,0.457,0.79,6.0,6.0,0.013,1.34,0.052,-0.039,0.0,0.0,0.0,,Zack_Wheeler,201906270,False
987,81,13,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266,0.33,0.447,0.777,4.0,3.0,-0.041,1.6,0.0,-0.041,-0.2,,,,J.D._Davis,201906270,False
988,81,16,Team Totals,33.0,3.0,5.0,3.0,1.0,11.0,35.0,0.152,0.2,0.242,0.442,140.0,90.0,0.139,1.31,0.978,-0.841,-1.9,25.0,7.0,,Team_Totals,201906270,False
989,82,0,Jeff McNeil RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.341,0.406,0.5,0.906,25.0,18.0,-0.235,2.12,0.0,-0.235,-1.5,1.0,0.0,,Jeff_McNeil,201906280,True
990,82,1,Pete Alonso 1B,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.28,0.368,0.633,1.001,18.0,10.0,-0.039,2.1,0.131,-0.17,0.3,8.0,0.0,HR,Pete_Alonso,201906280,True
991,82,2,Robinson Cano 2B,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.227,0.274,0.361,0.635,12.0,8.0,0.006,0.9,0.06,-0.054,0.2,1.0,4.0,,Robinson_Cano,201906280,True
992,82,3,Michael Conforto CF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.252,0.366,0.489,0.854,13.0,10.0,-0.121,1.21,0.0,-0.121,-1.1,2.0,0.0,,Michael_Conforto,201906280,True
993,82,4,Todd Frazier 3B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.258,0.342,0.454,0.796,14.0,9.0,0.007,0.98,0.067,-0.061,-0.2,1.0,1.0,,Todd_Frazier,201906280,True
994,82,5,Dominic Smith LF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.333,0.426,0.581,1.008,14.0,11.0,0.102,1.19,0.157,-0.054,0.3,2.0,0.0,,Dominic_Smith,201906280,True
995,82,6,Amed Rosario SS,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.251,0.291,0.41,0.701,17.0,12.0,-0.167,1.43,0.0,-0.167,-1.3,1.0,0.0,,Amed_Rosario,201906280,True
996,82,7,Tomas Nido C,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.257,0.276,0.392,0.668,7.0,5.0,0.111,1.17,0.131,-0.021,0.5,11.0,1.0,,Tomas_Nido,201906280,True
997,82,8,Jacob deGrom P,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.222,0.263,0.361,0.624,9.0,7.0,-0.04,0.73,0.0,-0.04,-0.3,0.0,1.0,,Jacob_deGrom,201906280,True
998,82,10,   J.D. Davis PH,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27,0.333,0.45,0.783,3.0,1.0,0.122,4.16,0.122,0.0,0.7,,,,J.D._Davis,201906280,True
999,82,14,   Wilson Ramos PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.276,0.35,0.422,0.772,6.0,5.0,-0.001,0.05,0.0,-0.001,-0.1,,,,Wilson_Ramos,201906280,True
1000,82,15,Team Totals,36.0,2.0,9.0,2.0,0.0,8.0,36.0,0.25,0.25,0.333,0.583,138.0,96.0,-0.255,1.39,0.668,-0.924,-2.4,27.0,7.0,,Team_Totals,201906280,True
1001,83,0,Jeff McNeil RF,4.0,1.0,2.0,2.0,0.0,2.0,5.0,0.344,0.409,0.508,0.917,24.0,17.0,0.312,1.42,0.366,-0.054,2.1,3.0,0.0,"2·2B,HBP",Jeff_McNeil,201906290,True
1002,83,1,Pete Alonso 1B,2.0,0.0,0.0,0.0,2.0,1.0,5.0,0.278,0.371,0.629,1.001,22.0,8.0,0.17,1.89,0.222,-0.052,0.8,7.0,2.0,HBP,Pete_Alonso,201906290,True
1003,83,3,Robinson Cano 2B,4.0,0.0,2.0,1.0,0.0,1.0,4.0,0.232,0.278,0.364,0.641,17.0,13.0,0.062,2.21,0.234,-0.171,0.1,1.0,1.0,,Robinson_Cano,201906290,True
1004,83,8,Michael Conforto CF,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.248,0.363,0.481,0.845,23.0,13.0,-0.257,2.43,0.038,-0.295,-1.1,2.0,0.0,,Michael_Conforto,201906290,True
1005,83,9,Todd Frazier 3B,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.251,0.335,0.442,0.777,13.0,9.0,-0.238,2.55,0.0,-0.238,-1.7,2.0,3.0,,Todd_Frazier,201906290,True
1006,83,10,Dominic Smith LF,5.0,1.0,1.0,1.0,0.0,3.0,5.0,0.328,0.418,0.59,1.009,23.0,17.0,-0.266,2.63,0.087,-0.353,-0.7,1.0,1.0,HR,Dominic_Smith,201906290,True
1007,83,11,Wilson Ramos C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.271,0.345,0.415,0.76,9.0,7.0,-0.062,0.61,0.0,-0.062,-0.5,9.0,0.0,,Wilson_Ramos,201906290,True
1008,83,12,Amed Rosario SS,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.254,0.293,0.415,0.708,16.0,9.0,0.091,1.59,0.17,-0.079,0.8,0.0,2.0,2B,Amed_Rosario,201906290,True
1009,83,13,Steven Matz P,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.276,0.276,0.379,0.655,3.0,3.0,0.013,0.42,0.013,0.0,0.1,0.0,0.0,,Steven_Matz,201906290,True
1010,83,14,   Chris Mazza P,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.054,1.67,0.0,-0.054,-0.4,1.0,0.0,,Chris_Mazza,201906290,True
1011,83,15,   Adeiny Hechavarria PH-2B,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.226,0.258,0.398,0.656,6.0,5.0,-0.104,2.21,0.0,-0.104,-0.5,0.0,1.0,,Adeiny_Hechavarria,201906290,True
1012,83,16,Team Totals,36.0,4.0,8.0,4.0,4.0,9.0,42.0,0.222,0.333,0.389,0.722,166.0,107.0,-0.148,1.99,1.315,-1.462,-0.4,27.0,10.0,,Team_Totals,201906290,True
1013,84,0,Jeff McNeil RF,5.0,2.0,3.0,2.0,0.0,1.0,5.0,0.348,0.412,0.509,0.922,14.0,11.0,0.598,2.04,0.636,-0.038,2.4,2.0,0.0,SB,Jeff_McNeil,201906300,True
1014,84,1,Pete Alonso 1B,4.0,1.0,1.0,2.0,1.0,1.0,5.0,0.278,0.372,0.627,0.999,22.0,14.0,0.018,1.22,0.132,-0.114,1.1,7.0,1.0,2B,Pete_Alonso,201906300,True
1015,84,2,J.D. Davis LF,5.0,1.0,3.0,1.0,0.0,1.0,5.0,0.278,0.343,0.454,0.796,15.0,10.0,0.101,1.06,0.155,-0.054,0.9,1.0,0.0,,J.D._Davis,201906300,True
1016,84,4,Todd Frazier 3B,4.0,1.0,3.0,2.0,0.0,1.0,4.0,0.261,0.342,0.463,0.805,16.0,11.0,0.294,1.59,0.321,-0.028,2.4,2.0,2.0,HR,Todd_Frazier,201906300,True
1017,84,5,Robinson Cano 2B,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.238,0.286,0.368,0.653,11.0,7.0,0.072,1.81,0.183,-0.111,0.1,1.0,2.0,"HBP,GDP",Robinson_Cano,201906300,True
1018,84,6,Amed Rosario SS,3.0,1.0,1.0,1.0,0.0,1.0,4.0,0.255,0.293,0.414,0.707,9.0,8.0,0.076,2.43,0.151,-0.075,-0.1,3.0,2.0,SF,Amed_Rosario,201906300,True
1019,84,7,Tomas Nido C,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.244,0.263,0.372,0.634,13.0,8.0,-0.23,2.05,0.0,-0.23,-1.5,8.0,1.0,,Tomas_Nido,201906300,True
1020,84,10,Juan Lagares CF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.179,0.247,0.257,0.504,10.0,8.0,-0.054,0.72,0.0,-0.054,-0.5,1.0,0.0,,Juan_Lagares,201906300,True
1021,84,12,   Wilson Ramos PH-C,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.343,0.414,0.757,3.0,3.0,-0.099,5.26,0.0,-0.099,-0.4,2.0,0.0,,Wilson_Ramos,201906300,True
1022,84,13,Noah Syndergaard P,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.108,0.154,0.297,0.451,9.0,6.0,-0.026,0.52,0.0,-0.026,-0.3,0.0,0.0,,Noah_Syndergaard,201906300,True
1023,84,15,   Michael Conforto CF,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.247,0.364,0.48,0.844,10.0,4.0,-0.012,3.69,0.026,-0.038,-0.1,0.0,0.0,,Michael_Conforto,201906300,True
1024,84,16,Team Totals,35.0,8.0,13.0,8.0,2.0,9.0,39.0,0.371,0.41,0.486,0.896,132.0,90.0,0.768,1.86,1.634,-0.867,4.1,27.0,8.0,,Team_Totals,201906300,True
1025,85,0,Jeff McNeil RF-LF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.351,0.413,0.509,0.923,16.0,11.0,-0.033,1.09,0.064,-0.097,-0.2,0.0,0.0,CS,Jeff_McNeil,201907020,True
1026,85,1,Pete Alonso 1B,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.275,0.37,0.621,0.992,17.0,8.0,0.03,1.79,0.122,-0.092,-0.2,7.0,1.0,,Pete_Alonso,201907020,True
1027,85,2,J.D. Davis LF,4.0,1.0,2.0,2.0,0.0,1.0,4.0,0.283,0.346,0.475,0.82,20.0,11.0,0.422,1.92,0.482,-0.06,1.7,0.0,0.0,"HR,2B",J.D._Davis,201907020,True
1028,85,4,Todd Frazier 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.261,0.341,0.459,0.799,18.0,11.0,-0.116,1.44,0.041,-0.157,-0.5,0.0,3.0,,Todd_Frazier,201907020,True
1029,85,5,Robinson Cano 2B,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.243,0.293,0.372,0.665,8.0,5.0,0.107,1.54,0.127,-0.019,0.9,5.0,0.0,IW,Robinson_Cano,201907020,True
1030,85,6,Wilson Ramos C,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.271,0.346,0.413,0.758,15.0,7.0,0.096,2.12,0.169,-0.073,0.4,10.0,1.0,,Wilson_Ramos,201907020,True
1031,85,7,Michael Conforto CF-RF,4.0,0.0,1.0,2.0,0.0,1.0,4.0,0.247,0.363,0.48,0.843,18.0,10.0,-0.092,2.91,0.19,-0.282,-0.2,2.0,0.0,"2B,2·GDP",Michael_Conforto,201907020,True
1032,85,8,Amed Rosario SS,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.258,0.295,0.415,0.71,15.0,12.0,0.011,1.05,0.08,-0.069,-0.4,1.0,4.0,,Amed_Rosario,201907020,True
1033,85,9,Zack Wheeler P,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.297,0.316,0.432,0.748,3.0,3.0,-0.08,1.72,0.0,-0.08,-0.6,1.0,2.0,,Zack_Wheeler,201907020,True
1034,85,11,   Dominic Smith PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.325,0.415,0.585,1.001,6.0,3.0,-0.035,1.4,0.0,-0.035,-0.2,,,,Dominic_Smith,201907020,True
1035,85,13,   Adeiny Hechavarria PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.223,0.255,0.394,0.649,3.0,2.0,-0.015,0.52,0.0,-0.015,-0.6,,,,Adeiny_Hechavarria,201907020,True
1036,85,15,Team Totals,33.0,4.0,11.0,4.0,3.0,5.0,36.0,0.333,0.389,0.485,0.874,139.0,83.0,0.295,1.67,1.275,-0.979,0.1,27.0,11.0,,Team_Totals,201907020,True
1037,86,0,Jeff McNeil RF,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.349,0.411,0.516,0.928,10.0,9.0,0.015,1.01,0.099,-0.084,0.3,0.0,0.0,HR,Jeff_McNeil,201907030,True
1038,86,1,Pete Alonso 1B,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.278,0.372,0.623,0.995,14.0,8.0,-0.006,0.69,0.043,-0.05,0.0,8.0,2.0,2B,Pete_Alonso,201907030,True
1039,86,2,Robinson Cano 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.239,0.289,0.365,0.654,9.0,9.0,-0.091,0.87,0.0,-0.091,-0.9,4.0,2.0,,Robinson_Cano,201907030,True
1040,86,3,Michael Conforto CF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.247,0.361,0.477,0.838,15.0,11.0,-0.037,0.58,0.014,-0.051,-0.4,0.0,0.0,,Michael_Conforto,201907030,True
1041,86,4,Todd Frazier 3B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.256,0.335,0.45,0.785,28.0,17.0,-0.081,0.78,0.0,-0.081,-0.8,2.0,3.0,,Todd_Frazier,201907030,True
1042,86,5,Dominic Smith LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.315,0.404,0.567,0.971,21.0,16.0,-0.054,0.53,0.0,-0.054,-0.6,1.0,0.0,,Dominic_Smith,201907030,True
1043,86,6,Wilson Ramos C,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.275,0.348,0.414,0.762,15.0,9.0,-0.002,0.57,0.033,-0.036,0.0,11.0,2.0,,Wilson_Ramos,201907030,True
1044,86,7,Amed Rosario SS,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.259,0.295,0.414,0.71,10.0,8.0,-0.008,0.91,0.038,-0.047,-0.3,0.0,1.0,,Amed_Rosario,201907030,True
1045,86,8,Jason Vargas P,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.091,0.091,0.091,0.182,8.0,6.0,-0.055,1.45,0.0,-0.055,-0.4,0.0,0.0,SH,Jason_Vargas,201907030,True
1046,86,11,   Luis Guillorme PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.158,0.2,0.158,0.358,7.0,4.0,-0.014,0.47,0.0,-0.014,-0.2,,,,Luis_Guillorme,201907030,True
1047,86,14,Team Totals,33.0,1.0,7.0,1.0,0.0,10.0,34.0,0.212,0.212,0.333,0.545,137.0,97.0,-0.333,0.77,0.227,-0.563,-3.4,27.0,10.0,,Team_Totals,201907030,True
1048,87,0,Jeff McNeil RF,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.348,0.409,0.513,0.922,12.0,7.0,-0.061,0.87,0.016,-0.077,-0.4,0.0,0.0,,Jeff_McNeil,201907050,True
1049,87,1,Pete Alonso 1B,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.281,0.373,0.634,1.007,18.0,13.0,0.244,1.19,0.305,-0.061,1.7,6.0,0.0,"HR,2B",Pete_Alonso,201907050,True
1050,87,2,Robinson Cano 2B,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.244,0.292,0.368,0.66,13.0,11.0,-0.012,1.01,0.056,-0.067,0.0,1.0,2.0,,Robinson_Cano,201907050,True
1051,87,3,Michael Conforto CF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.244,0.357,0.47,0.827,15.0,11.0,-0.11,1.1,0.0,-0.11,-0.9,2.0,0.0,,Michael_Conforto,201907050,True
1052,87,4,Todd Frazier 3B,3.0,0.0,1.0,0.0,0.0,1.0,4.0,0.257,0.338,0.449,0.786,13.0,7.0,0.039,0.82,0.084,-0.045,0.2,2.0,0.0,"CS,HBP",Todd_Frazier,201907050,True
1053,87,5,Dominic Smith LF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.305,0.393,0.55,0.943,16.0,11.0,-0.103,1.12,0.0,-0.103,-1.1,2.0,0.0,,Dominic_Smith,201907050,True
1054,87,6,Wilson Ramos C,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.275,0.35,0.413,0.763,10.0,6.0,-0.026,1.23,0.058,-0.083,-0.2,14.0,1.0,,Wilson_Ramos,201907050,True
1055,87,7,Amed Rosario SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.255,0.292,0.409,0.701,12.0,7.0,-0.113,1.17,0.0,-0.113,-1.0,0.0,1.0,,Amed_Rosario,201907050,True
1056,87,8,Jacob deGrom P,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.211,0.25,0.342,0.592,14.0,9.0,-0.04,0.82,0.0,-0.04,-0.3,0.0,0.0,,Jacob_deGrom,201907050,True
1057,87,9,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.344,0.472,0.816,4.0,3.0,-0.048,2.01,0.0,-0.048,-0.3,,,,J.D._Davis,201907050,True
1058,87,14,Team Totals,33.0,2.0,7.0,2.0,1.0,7.0,35.0,0.212,0.257,0.333,0.59,127.0,85.0,-0.23,1.07,0.519,-0.747,-2.4,27.0,4.0,,Team_Totals,201907050,True
1059,88,0,Jeff McNeil RF,5.0,1.0,4.0,1.0,0.0,1.0,5.0,0.356,0.415,0.518,0.933,18.0,11.0,0.155,1.03,0.181,-0.026,1.4,1.0,0.0,,Jeff_McNeil,201907060,True
1060,88,1,Pete Alonso 1B,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.28,0.374,0.629,1.003,20.0,11.0,0.059,1.25,0.123,-0.065,0.5,7.0,0.0,HBP,Pete_Alonso,201907060,True
1061,88,2,Robinson Cano 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.239,0.287,0.361,0.649,14.0,9.0,-0.147,1.57,0.0,-0.147,-1.5,4.0,3.0,,Robinson_Cano,201907060,True
1062,88,3,Michael Conforto CF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.244,0.356,0.47,0.826,11.0,6.0,-0.014,1.68,0.109,-0.123,0.1,1.0,0.0,2B,Michael_Conforto,201907060,True
1063,88,4,Todd Frazier 3B,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.259,0.342,0.449,0.791,6.0,4.0,0.003,1.11,0.082,-0.079,-0.3,0.0,4.0,HBP,Todd_Frazier,201907060,True
1064,88,5,   Adeiny Hechavarria PR-3B,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.221,0.253,0.389,0.642,1.0,1.0,-0.019,0.74,0.0,-0.019,-0.2,2.0,1.0,,Adeiny_Hechavarria,201907060,True
1065,88,6,Dominic Smith LF,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.311,0.396,0.563,0.959,10.0,8.0,0.122,1.39,0.172,-0.05,0.7,2.0,0.0,2·2B,Dominic_Smith,201907060,True
1066,88,7,Amed Rosario SS,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.257,0.297,0.41,0.707,18.0,8.0,0.026,1.04,0.065,-0.039,0.3,2.0,2.0,"CS,HBP",Amed_Rosario,201907060,True
1067,88,8,Tomas Nido C,4.0,0.0,2.0,3.0,0.0,0.0,4.0,0.256,0.274,0.39,0.664,15.0,9.0,0.335,1.47,0.36,-0.026,2.7,7.0,0.0,2B,Tomas_Nido,201907060,True
1068,88,9,Noah Syndergaard P,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.103,0.146,0.282,0.428,6.0,6.0,-0.091,1.72,0.0,-0.091,-0.8,0.0,1.0,,Noah_Syndergaard,201907060,True
1069,88,10,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,0.342,0.47,0.812,6.0,3.0,-0.041,0.97,0.0,-0.041,-0.6,,,,J.D._Davis,201907060,True
1070,88,15,   Luis Guillorme PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.19,0.15,0.34,4.0,2.0,-0.01,0.39,0.0,-0.01,-0.2,,,,Luis_Guillorme,201907060,True
1071,88,17,Team Totals,34.0,6.0,12.0,5.0,1.0,5.0,38.0,0.353,0.421,0.471,0.892,129.0,78.0,0.378,1.28,1.092,-0.716,2.1,27.0,11.0,,Team_Totals,201907060,True
1072,89,0,Jeff McNeil RF-LF,5.0,1.0,0.0,0.0,0.0,1.0,5.0,0.349,0.409,0.509,0.917,17.0,14.0,-0.056,0.54,0.008,-0.064,-1.1,1.0,0.0,,Jeff_McNeil,201907070,True
1073,89,1,Pete Alonso 1B,4.0,1.0,1.0,2.0,0.0,1.0,4.0,0.28,0.372,0.634,1.006,20.0,14.0,0.016,0.36,0.043,-0.027,1.3,4.0,0.0,HR,Pete_Alonso,201907070,True
1074,89,2,Robinson Cano 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.24,0.287,0.36,0.646,10.0,9.0,-0.009,0.41,0.021,-0.03,-0.2,2.0,5.0,,Robinson_Cano,201907070,True
1075,89,3,Todd Frazier 3B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.256,0.34,0.443,0.783,18.0,8.0,-0.001,0.56,0.031,-0.032,-0.1,1.0,1.0,,Todd_Frazier,201907070,True
1076,89,4,Dominic Smith LF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.304,0.389,0.551,0.939,12.0,9.0,-0.056,0.75,0.0,-0.056,-0.8,2.0,0.0,,Dominic_Smith,201907070,True
1077,89,6,   Adeiny Hechavarria PH,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.229,0.26,0.427,0.687,3.0,2.0,0.004,0.03,0.004,0.0,1.0,,,HR,Adeiny_Hechavarria,201907070,True
1078,89,7,Wilson Ramos C,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.272,0.349,0.408,0.757,16.0,11.0,-0.008,0.64,0.032,-0.04,-0.3,10.0,0.0,,Wilson_Ramos,201907070,True
1079,89,8,Amed Rosario SS,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.26,0.299,0.414,0.713,10.0,10.0,-0.026,0.54,0.025,-0.051,0.1,2.0,1.0,2B,Amed_Rosario,201907070,True
1080,89,9,Juan Lagares CF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.175,0.242,0.252,0.494,9.0,6.0,-0.062,0.82,0.0,-0.062,-0.8,4.0,0.0,,Juan_Lagares,201907070,True
1081,89,10,   J.D. Davis PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.279,0.341,0.468,0.809,3.0,2.0,-0.006,0.21,0.0,-0.006,-0.4,,,,J.D._Davis,201907070,True
1082,89,11,Zack Wheeler P,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.289,0.308,0.421,0.729,3.0,3.0,-0.019,0.74,0.0,-0.019,-0.2,0.0,0.0,,Zack_Wheeler,201907070,True
1083,89,13,   Luis Guillorme PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143,0.182,0.143,0.325,3.0,1.0,-0.007,0.29,0.0,-0.007,-0.2,,,,Luis_Guillorme,201907070,True
1084,89,15,Team Totals,33.0,3.0,5.0,3.0,4.0,6.0,37.0,0.152,0.243,0.364,0.607,134.0,91.0,-0.212,0.52,0.182,-0.394,-1.4,27.0,7.0,,Team_Totals,201907070,True
1085,90,0,Jeff McNeil RF,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.348,0.407,0.505,0.912,17.0,12.0,-0.029,0.69,0.025,-0.053,-0.4,1.0,0.0,SB,Jeff_McNeil,201907120,False
1086,90,1,J.D. Davis LF,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.276,0.344,0.463,0.807,21.0,11.0,0.01,0.74,0.036,-0.026,-0.0,2.0,0.0,,J.D._Davis,201907120,False
1087,90,2,Pete Alonso 1B,3.0,0.0,0.0,0.0,1.0,3.0,4.0,0.277,0.371,0.628,0.999,19.0,11.0,-0.01,0.91,0.034,-0.043,-0.2,12.0,0.0,,Pete_Alonso,201907120,False
1088,90,3,Wilson Ramos C,3.0,0.0,1.0,2.0,1.0,0.0,4.0,0.273,0.351,0.407,0.758,14.0,5.0,0.214,1.33,0.238,-0.024,1.7,4.0,1.0,,Wilson_Ramos,201907120,False
1089,90,4,Robinson Cano 2B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.24,0.286,0.358,0.644,14.0,9.0,-0.103,1.11,0.003,-0.106,-0.6,2.0,2.0,,Robinson_Cano,201907120,False
1090,90,5,Todd Frazier 3B,4.0,1.0,1.0,2.0,0.0,1.0,4.0,0.256,0.339,0.453,0.792,19.0,12.0,-0.074,0.85,0.009,-0.082,0.9,0.0,1.0,HR,Todd_Frazier,201907120,False
1091,90,6,Michael Conforto CF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.241,0.358,0.466,0.824,19.0,11.0,-0.02,0.64,0.03,-0.05,-0.3,3.0,0.0,,Michael_Conforto,201907120,False
1092,90,7,Amed Rosario SS,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.26,0.299,0.412,0.711,16.0,12.0,-0.006,0.72,0.04,-0.046,-0.3,0.0,6.0,,Amed_Rosario,201907120,False
1093,90,8,Jason Vargas P,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.083,0.083,0.083,0.167,7.0,6.0,-0.109,1.27,0.0,-0.109,-1.0,0.0,0.0,GDP,Jason_Vargas,201907120,False
